ECG Amplitude,PPG Amplitude
1.0285296049637536,-0.4464941160262196
1.0385847905015542,-0.5575306229879069
1.04530010067003,-0.4909779530704143
1.0460942705810363,-0.5369194962117899
1.039896095633651,-0.48164786521861475
1.0272461822140497,-0.5757955275779061
1.0097897442608033,-0.5656413411034864
0.9893844603914537,-0.5714161276438162
0.9673425385526949,-0.650025458611954
0.9443065118054572,-0.5327915123927198
0.9208416744909836,-0.5714419677974552
0.8983015171362831,-0.5832496189586742
0.8792989732372741,-0.4331103134578026
0.8673395755695554,-0.5963311757256851
0.8656644307515529,-0.5697148393364857
0.8758355082315195,-0.6081175849561472
0.8968080256373185,-0.5900579438578699
0.9250066853102124,-0.5054373223218621
0.9553801991773194,-0.5684295500411515
0.9829208796927311,-0.5138674214812777
1.0039728807498718,-0.6384254758138709
1.0168323708487945,-0.6444770533099525
1.0215421104539733,-0.4769446279161295
1.0191933414032597,-0.6528851700319983
1.0112197979457507,-0.5719387322472063
0.9990122117892656,-0.5982366185408037
0.9838829730211208,-0.49717882162660015
0.9672056804911816,-0.5722328466617645
0.950493938933955,-0.615412457651571
0.9352446458892276,-0.6163639428222087
0.9225677453750266,-0.5993406763854073
0.9128504426450677,-0.5159539982366073
0.9057420111854718,-0.5335347085106038
0.9005601134863167,-0.4422354558537476
0.8969828758753967,-0.519021337997464
0.8957191343512676,-0.4937788213419354
0.8987710579644648,-0.5544695468804901
0.9090086207422778,-0.486504085445475
0.9291109226843166,-0.5132419608997695
0.9602979604711511,-0.5106344471708187
1.0013969681633568,-0.46111394569861497
1.048620378531144,-0.3669897322594755
1.0961476788118498,-0.5413581055344712
1.1373265346758141,-0.5106350603509614
1.166104391267715,-0.5451256306784745
1.1782625367414254,-0.5225006891654541
1.172160897997406,-0.38798080888604614
1.1488858451782367,-0.476691071793543
1.1118412847637258,-0.5083147686650852
1.0659619288704811,-0.5669212718678812
1.016829801226647,-0.6057844406074241
0.9699322105277607,-0.6096723484837309
0.9301024758483724,-0.4692539811202594
0.9010085395025301,-0.44717151308663217
0.8846038080146701,-0.5098788178522669
0.8807096342296945,-0.44423755997176484
0.8870606477458753,-0.45556927381570544
0.8999597384848955,-0.4492028230512757
0.9153089006396546,-0.41355825463712315
0.9295878994403984,-0.5108248379523056
0.940468072326328,-0.4452373860106938
0.9469695254335911,-0.5192089246633995
0.9492197827390558,-0.5979292084960853
0.9479484164517231,-0.6567706478249347
0.9438968304935663,-0.4842108400974947
0.937354087932711,-0.522432492155728
0.9280379333233315,-0.4154281411508612
0.9154485524767108,-0.48856635324331343
0.8995703803856979,-0.452703194692324
0.8815135981084894,-0.5771208554427056
0.8636368271819705,-0.5181741227101443
0.8489661287263088,-0.3143887339444389
0.8401268848438008,-0.5591571041673206
0.8382952075801853,-0.43804456417943344
0.8427309976218762,-0.44998473377478204
0.8512114738012712,-0.3670012071109338
0.8611997654656641,-0.48433876436801343
0.8711387797049234,-0.504344271763879
0.8811603122021735,-0.408653288728182
0.8928045770336543,-0.3496665376707642
0.9078912931785694,-0.46399997421023875
0.9271848851696584,-0.4583943172065166
0.9496208221778145,-0.438410933463371
0.9724849904437068,-0.47866339598537433
0.9923577259573144,-0.43765066136466046
1.0062955490523335,-0.5837543497790412
1.0127838398188622,-0.41249753211782114
1.0122389014658197,-0.4096919426020148
1.0069800402629971,-0.4828817843475892
1.0006047314192412,-0.4570558407322605
0.9968148364410528,-0.4859452176389522
0.9980623856196987,-0.48879068682155874
1.0046339383364675,-0.5679944048373873
1.0146325150496258,-0.3057509321763815
1.024813718456889,-0.42539026190802826
1.0318103503807101,-0.5203431606367457
1.0332146789117074,-0.48522322759764364
1.0281759390001732,-0.51995448137654
1.0173963506514636,-0.3915067574227438
1.002618980749261,-0.44686694492287704
0.9859153831309987,-0.47243502115190844
0.9691848048206522,-0.5668235671847489
0.9541005310198496,-0.4906915214765789
0.9423506250733823,-0.40202039864190175
0.935745323911571,-0.4733977365403556
0.935847885540267,-0.4482268298458174
0.9431694121280152,-0.47722804708673733
0.956378667085108,-0.3569850342634703
0.9721261390045314,-0.5085691340635626
0.9858353893293812,-0.5802086963467101
0.9932918731480249,-0.4716596836908856
0.9923524927019389,-0.49600007722558465
0.9839178298113499,-0.38020031396378573
0.9716127545923179,-0.4133698291201065
0.9602740405373279,-0.457503563309878
0.9539618574630383,-0.5192542143035151
0.9544229142292381,-0.42227156456158793
0.9606397628201211,-0.3836444039421595
0.9695440193993338,-0.48254417376479514
0.9774892234480952,-0.31385606687114675
0.9818254182248906,-0.506446015459787
0.9818980841784086,-0.44922231769368093
0.9790404279369871,-0.4492602748203936
0.9756273132045756,-0.48616018871550637
0.9737733463382299,-0.47891171581740954
0.9744218718887786,-0.39836845145837724
0.9772464243934385,-0.4803104176432122
0.981222582654805,-0.5188848107658159
0.9853365465292462,-0.4815268785623318
0.9889227997756757,-0.45479097153870285
0.9915117893001653,-0.3572352602318517
0.9925044084040234,-0.5317181828522246
